headword,CEFR,pos,Translation
credibly,C1,adverb,확실하게
credibility,C1,noun,믿을 수 있음
credential,C1,noun,신임장
acutely,C1,adverb,급히
prohibitive,C1,adjective,금지
prohibitively,C1,adverb,금지
fissure,C1,noun,열구
pendulous,C1,adjective,매달린
suspension,C1,noun,보류
anthropology,C1,noun,인류학
anthropologist,C1,noun,인류 학자
squander,C1,verb,낭비
munch,C1,verb,뭉크
adjoin,C1,verb,인접
adjoining,C1,adjective,인접
wizened,C1,adjective,시든
graft,C1,verb,부정 이득
orchard,C1,noun,과수원
seedling,C1,noun,모
tract,C1,noun,관
folktale,C1,noun,민속
sprout,C1,verb,새싹
hypocrisy,C1,noun,위선
hypocrite,C1,noun,위선자
hypocritical,C1,adjective,위선적
hypocritically,C1,adverb,위선적으로
midwife,C1,noun,산파
commercially,C1,adverb,상업적으로
uniformity,C1,noun,일률
numb,C1,adjective,무감각
tastebud,C1,noun,미각
amateur,C1,noun,아마추어
retrace,C1,verb,되돌아보세요
insubordinate,C1,adjective,순종하지 않는
insubordination,C1,noun,불순종
insubordinately,C1,adverb,불안하게
subordinate,C1,noun,부하
primitively,C1,adverb,원시적으로
embark,C1,verb,태우다
expedite,C1,verb,촉진
contextual,C1,adjective,맥락
contextually,C1,adverb,맥락적으로
whilst,C1,conjunction,...하는 동안
maneuver/manoeuvre,C1,verb,기동
riveting,C1,adjective,매혹적인
plunge,C1,verb,돌진
debut,C1,noun,데뷔
turmoil,C1,noun,소란
scathing,C1,adjective,해치는
unscathing,C1,adjective,무제한
convoluted,C1,adjective,뒤얽힌
undaunted,C1,adjective,겁내지 않는
deprivation,C1,noun,박탈
farce,C1,noun,소극
portray,C1,verb,그리다
portrayal,C1,noun,초상
elusive,C1,adjective,피하는
elude,C1,verb,피리
incisor,C1,noun,앞니
incision,C1,noun,절개
chisel,C1,verb,속이다
chiselled,C1,adjective,끌로 판
gnaw,C1,verb,시달리게 하다
elongate,C1,verb,길쭉한
telltale,C1,adjective,경렴
cavity,C1,noun,공동
rustle,C1,verb,훔치다
glean,C1,verb,줍다
niche,C1,noun,벽감
somersault,C1,noun,재주 넘기
exhilarate,C1,verb,짜릿함
exhilarating,C1,adjective,짜릿한
exhilaration,C1,noun,짜릿한
physicality,C1,noun,물리적
hack,C1,verb,마구 자르기
lust,C1,noun,색욕
unsettling,C1,adjective,불안정
unsettle,C1,verb,뒤흔들다
suburban,C1,adjective,교외
suburbia,C1,noun,교외
dramatist,C1,noun,극작가
characterization/characterisation,C1,noun,특성화
quirky,C1,adjective,기발한
sprawl,C1,noun,쭉 뻗다
ingenuity,C1,noun,독창성
panorama,C1,noun,파노라마
panoramic,C1,adjective,파노라마
benign,C1,adjective,온화한
benignly,C1,adverb,양성
explosively,C1,adverb,폭발적으로
bequeath,C1,verb,남기다
legacy,C1,noun,유산
synthetic,C1,adjective,인조
synthetically,C1,adverb,합성적으로
lackluster/lacklustre,C1,adjective,부족한
elastic,C1,noun,탄력있는
appall/appal,C1,verb,진짜
appalling,C1,adjective,질리는
appallingly,C1,adverb,끔찍하게
pounce,C1,verb,급습
abound,C1,verb,많이 있다
sap,C1,noun,수액
monotonous,C1,adjective,단조로운
monotonously,C1,adverb,단조롭게
monotony,C1,noun,단음
turn to ,C1,verb,로 전환
ingenious,C1,adjective,영리한
plaque,C1,noun,액자
neutralize/neutralise,C1,verb,중화하다
salivate,C1,verb,타액
cessation,C1,noun,중지
remorse,C1,noun,자책감
remorseless,C1,adjective,무자비한
remorsefully,C1,adverb,뉘우치는 마음으로
remorselessly,C1,adverb,무자비하게
inexcusable,C1,adjective,변명 할 수 없는
inexcusably,C1,adverb,할 수 없을 정도로
unassisted,C1,adjective,도움이되지 않는
heighten,C1,verb,높이다
fixture,C1,noun,고정물
bulk,C1,noun,대부분
bulky,C1,adjective,부피가 큰
bulk up,C1,verb,벌크업
digitalize/digitalise,C1,verb,디지털화
digitalization/digitalisation,C1,noun,디지털화
mark-up,C1,noun,마크 업
complementary,C1,adjective,보완적
complimentary,C1,adjective,무료
staple,C1,noun,중요상품
wares,C1,noun,상품
testament,C1,noun,성서
succulent,C1,noun,흥미진진한
succulently,C1,adverb,모조리
tranquil,C1,adjective,조용한
tranquility,C1,noun,평온
spartan,C1,adjective,스파르타 사람
peninsula,C1,noun,반도
billiards,C1,noun,당구
exude,C2,verb,발산
headmistress,C2,noun,여자 교장
mien,C2,noun,풍채
timidity,C2,noun,소심한
unravel,C2,verb,풀다
concurrence,C2,noun,동시 발생
unpromising,C2,adjective,가망 없는
teem,C2,verb,비우다
corpse,C2,noun,시체
constrained,C2,adjective,제약
indignant,C2,adjective,분개 한
indignantly,C2,adverb,무분별하게
eccentricity,C2,noun,이심률
locomotive,C2,noun,기관차
locomotion,C2,noun,운동
individualism,C2,noun,개인주의
enthuse,C2,verb,열망하다
belligerent,C2,adjective,교전국
belligerence,C2,noun,호전성
stoicism,C2,noun,극기
recluse,C2,noun,은색
reclusive,C2,adjective,기억에 남는
metalled,C2,adjective,금속
oblique,C2,adjective,비스듬한
facsimile,C2,noun,복사
shamble,C2,verb,쉐블
whir,C2,verb,씽 하는 소리
blight,C2,noun,마름병
puritanical,C2,adjective,청교도
brood,C2,verb,종족
disdainful,C2,adjective,거드름 부리는
zoologist,C2,noun,동물 학자
zoology,C2,noun,동물학
encumbrance,C2,noun,방해물
encumber,C2,verb,막다
hypothesis,C2,noun,가설
hypothesize,C2,verb,가설
hypothetical,C2,adjective,가상
parasitic,C2,adjective,기생충
plumage,C2,noun,깃털
utilitarian,C2,adjective,실용적인
utilize,C2,verb,활용하다
predilection,C2,noun,편견
commensurate,C2,adjective,적합한
commensurately,C2,adverb,기념적으로
vindicate,C2,verb,입증
vindication,C2,noun,옹호
parable,C2,noun,우화
minster,C2,verb,교회당
wrack,C2,verb,난파선
ironic,C2,adjective,아이러니 한
callous,C2,adjective,굳어진
callously,C2,adverb,냉담하게
derelict,C2,adjective,외딴
materialism,C2,noun,물질주의
materialistic,C2,adjective,물질주의
ferocity,C2,noun,사나움
evokingly,C2,adverb,불리하게
recitation,C2,noun,암송
equable,C2,adjective,한결같은
extant,C2,adjective,지금도 남아 있는
denounce,C2,verb,비난
denunciation,C2,noun,비난
echo,C2,noun,에코
requisition,C2,noun,청구서
substantiate,C2,verb,실질
inscrutable,C2,adjective,헤아릴 수 없는
stratosphere,C2,noun,천장
indulgence,C2,noun,대사
indulgently,C2,adverb,제멋대로 하게
laudatory,C2,adjective,칭찬
laud ,C2,verb,칭찬
glitz,C2,noun,화려함
glitzy,C2,adjective,반짝거리는
automate,C2,verb,자동화
apprehend,C2,verb,깨닫다
athleticism,C2,noun,운동성
acreage,C2,noun,토지
affectation,C2,noun,허식
imposition,C2,noun,속이기
stipulate,C2,verb,규정
stipulation,C2,noun,약정
allot,C2,verb,할당
allotment,C2,noun,할당
anticlimactically,C2,adverb,항기적으로
forfeiture,C2,noun,상실
blitz,C2,verb,블리츠
primeval,C2,adjective,원시
tenacity,C2,noun,끈기
tenacious,C2,adjective,끈기 있는
tenaciously,C2,adverb,강력하게
genomic,C2,adjective,게놈
genomically,C2,adverb,유전체적
capacious,C2,adjective,널찍한
utilization/utilisation,C2,noun,활용
unequivocal,C2,adjective,명백한
unequivocally,C2,adverb,명백하게
spontaneity,C2,noun,자발성
provocation,C2,noun,성나게 하기
portraiture,C2,noun,초상화
circumnavigate,C2,verb,우회
circumnavigation,C2,noun,주항
liaise,C2,verb,연락
contractual,C2,adjective,계약
contractually,C2,adverb,계약 상
abject,C2,adjective,비열한
sheaf,C2,noun,단
articulation,C2,noun,관절
spurious,C2,adjective,가짜
spuriously,C2,adverb,가시적으로
calorific,C2,adjective,칼로리
fabulate,C2,verb,제작
fabulation,C2,noun,제작
octogenarian,C2,noun,팔각형
voracity,C2,noun,폭식
brandish,C2,verb,휘두르다
repose,C2,verb,휴식
unencumbered,C2,adjective,방해 없는
buffoonery,C2,noun,익살
gauche,C2,adjective,어색한
domesticity,C2,noun,가정
accrue,C2,verb,생기다
proliferation,C2,noun,분아 증식
blandishment,C2,noun,추종
anthropological,C2,adjective,인류학
anthropologically,C2,adverb,인류학적으로
carbonize/carbonise,C2,verb,탄산
monastic,C2,adjective,수사
midwifery,C2,noun,산파술
adornment,C2,noun,장식품
conjecture,C2,verb,어림짐작
malleable,C2,adjective,온순한
malleability,C2,noun,가단성
ore,C2,noun,광석
gale,C2,noun,강풍
promenade,C2,noun,산보
testimonial,C2,noun,증명서
distill,C2,verb,증류
distillation,C2,noun,증류
informant,C2,noun,피조사자
overlay,C2,verb,씌우다
nostalgia,C2,noun,노스탤지어
nostalgic,C2,adjective,향수
nostalgically,C2,adverb,향수로
grievance,C2,noun,불만
residue,C2,noun,잔여물
residual,C2,adjective,잔여
physiological,C2,adjective,생리학적
physiologically,C2,adverb,생리학적
methodology,C2,noun,방법론
methodological,C2,adjective,방법론적
methodologically,C2,adverb,방법론적으로
proportional,C2,adjective,비례항
proportionally,C2,adverb,비례적으로
habitation,C2,noun,거주
inartistic,C2,adjective,무생물
ornate,C2,adjective,반짝거리는
modernism,C2,noun,모더니즘
presuppose,C2,verb,전제
presupposition,C2,noun,전제
centralized/centralised,C2,adjective,중앙 집중식
transmitter,C2,noun,송신기
regulatory,C2,adjective,규제
archival,C2,adjective,보관
diffuse,C2,adjective,퍼지다
egalitarian,C2,adjective,평등주의
hindsight,C2,noun,가늠자
materialize/materialise,C2,verb,구체화
materialization/materialisation,C2,noun,구체화
disperse,C2,verb,분산
dispersal,C2,noun,분산
stabilize/stabilise,C2,verb,안정화
pervasive,C2,adjective,퍼지는
pervasiveness,C2,noun,광범위함
autonomous,C2,adjective,자발적인
autonomously,C2,adverb,자율적으로
notoriously,C2,adverb,악명 높게
notoriety,C2,noun,평판
menial,C2,adjective,하인
insular,C2,adjective,절연
antidote,C2,noun,해독제
postural,C2,adjective,자세
posturing,C2,noun,자세
revelatory,C2,adjective,계시
prostrate,C2,verb,엎드린
haphazard,C2,adjective,우연한
haphazardly,C2,adverb,우연히
deficient,C2,adjective,부족한
deficiently,C2,adverb,부족하게
delicatessen,C2,noun,총알
muscle-bound,C2,adjective,근육이 경직한
posit,C2,verb,긍정
cocoon,C2,verb,고치
chrysalis,C2,noun,번데기
ignominious,C2,adjective,무지한
ignominiously,C2,adverb,무지하게
euphoria,C2,noun,행복감
euphoric,C2,adjective,크게 기쁘게
euphorically,C2,adverb,완충적
relegate,C2,verb,물러나게 하다
succumb,C2,verb,굴복
treacherous,C2,adjective,믿을 수 없는
treacherously,C2,adverb,위험하게
treachery,C2,noun,배반
maggot,C2,noun,굼벵이
palate,C2,noun,구개
palatable,C2,adjective,맛있는
hermit,C2,noun,은자
hermetic,C2,adjective,수밀
irrelevancy,C2,noun,무관한
mariner,C2,noun,선원
rift,C2,noun,지구
helm,C2,noun,지배
autopilot,C2,noun,자동 조종 장치
eminence,C2,noun,저명
eminent,C2,adjective,저명한
preeminent,C2,adjective,탁월한
unsuspected,C2,adjective,의심의 여지가 없는
paralyzingly/paralysingly,C2,adverb,마비
glory in,C2,verb,영광
decentralize/decentralise,C2,verb,분산
preoccupation,C2,noun,선취
prolong,C2,verb,길게 하다
drudgery,C2,noun,천역
pressurize,C2,verb,압력
pressurization,C2,noun,압력
intermediary,C2,noun,중개인
hotelier,C2,noun,호텔 사람
denote,C2,verb,표시
denotation,C2,noun,표시
profitability,C2,noun,수익성
jargon,C2,noun,특수 용어
declination,C2,noun,기움
vocational,C2,adjective,직업
spatial,C2,adjective,공간
spatially,C2,adverb,공간적으로
integration,C2,noun,완성
extracurricular,C2,adjective,과외의
encompass,C2,verb,에워싸다
all-encompassing,C2,adjective,모든 것을 포괄하는
accountability,C2,noun,책임
frolic,C2,verb,장난치며 놀다
minefield,C2,noun,지뢰밭
side-step,C2,verb,사이드 단계
abundantly,C2,adverb,풍부하게
anarchic,C2,adjective,무정부 상태
crystallization/crystallisation,C2,noun,결정화
prescriptive,C2,adjective,규범적
slab,C2,noun,투수판
retrospective,C2,adjective,회고
retrospection,C2,noun,회고
wordage,C2,noun,단어
brevity,C2,noun,짧음
uncanny,C2,adjective,섬뜩한
tactic,C2,noun,술책
tactical,C2,adjective,전술
tactically,C2,adverb,전술적으로
gambit,C2,noun,초반 첫 수
babble,C2,verb,떠드는 소리
bauble,C2,noun,값싼 물건
correlate,C2,noun,상관 관계
correlation,C2,noun,상관관계
combustion,C2,noun,연소
painstaking,C2,adjective,애씀
painstakingly,C2,adverb,힘들게
contraption,C2,noun,신안
mesh,C2,verb,망사
enabler,C2,noun,조력자
fluctuate,C2,verb,변동
fluctuation,C2,noun,파동
lyricist,C2,noun,서정가
lyrical,C2,adjective,서정
lyrically,C2,adverb,서정적으로
bona fide,C2,adjective,진실한
perch,C2,verb,퍼치
solicit,C2,verb,요청
philanthropy,C2,noun,박애
philanthropist,C2,noun,자선가
philanthropic,C2,adjective,자선
philanthropically,C2,adverb,자선적으로
precocious,C2,adjective,조숙한
precociously,C2,adverb,조심스럽게
wordsmith,C2,noun,단어 제조장
connote,C2,verb,음미하다
connotation,C2,noun,함축
herald,C2,verb,헤럴드
philistine,C2,noun,속물
innuendo,C2,noun,풍자
induce,C2,verb,유도
inducement,C2,noun,유치
anthology,C2,noun,시집
lament,C2,verb,비탄
lamentation,C2,noun,비탄
conduit,C2,noun,도관
chronology,C2,noun,연대기
chronologically,C2,adverb,연대순으로
equilibrium,C2,noun,평형
rebound,C2,verb,리바운드
proposition,C2,noun,제안
flagging,C2,adjective,포석 도로
electrode,C2,noun,전극
caffeinate,C2,verb,카페인
cosmic,C2,adjective,질서 있는
interlude,C2,noun,막간
beneficiary,C2,noun,수익자
recuperate,C2,verb,회복
recuperation,C2,noun,회복
recuperative,C2,adjective,회복적
cultish,C2,adjective,수양의
seismic,C2,adjective,지진
irrevocably,C2,adverb,돌이킬 수 없다
irrevocable,C2,adjective,돌이킬 수 없는
slither,C2,verb,주르르 미끄러짐
unnerving,C2,adjective,불안한
unnervingly,C2,adverb,불필요하게
protrude,C2,verb,내다
protrusion,C2,noun,돌출
qualitative,C2,adjective,질적
procedural,C2,adjective,절차
demystification,C2,noun,탈신
proprietary,C2,adjective,소유권
proprietorial,C2,adjective,소유주
floodgates,C2,noun,수문
imperceptible,C2,adjective,눈에 띄지 않는
imperceptibly,C2,adverb,눈에 띄게
hapless,C2,adjective,불쾌한
catastrophically,C2,adverb,치명적으로
wayward,C2,adjective,다루기 힘든
blurb,C2,noun,추천 광고
provincial,C2,adjective,지방 분구 관장
indolent,C2,adjective,나태한
indolently,C2,adverb,부드럽게
indolence,C2,noun,나태
taste-maker,C2,noun,취향 제작자
deviant,C2,noun,이탈
deviantly,C2,adverb,비정상적으로
engender,C2,verb,만들어 내다
emolument,C2,noun,소득
posterity,C2,noun,후세
venomous,C2,adjective,역겨운
venomously,C2,adverb,악의적으로
choreography,C2,noun,안무
choreographical,C2,adjective,안무
archetype,C2,noun,원형
archetypal,C2,adjective,전형적인
dissension,C2,noun,불화
exalted,C2,adjective,고귀한
exaltedly,C2,adverb,고귀하게
adept,C2,adjective,정통한
hitherto,C2,adverb,지금까지
angst,C2,noun,분노
angsty,C2,adjective,분노
drabness,C2,noun,칙칙함
melodious,C2,adjective,멜로디
melodiously,C2,adverb,우연히
magpie,C2,noun,까치
melancholy,C2,noun,우울
meteorology,C2,noun,기상학
meteorological,C2,adjective,기상
brink,C2,noun,가장자리
unsurpassed,C2,adjective,이겨낼 사람 없는
loiter,C2,verb,로이터
topple,C2,verb,토플
intrinsic,C2,adjective,본질적
intrinsically,C2,adverb,본질적으로
merit,C2,noun,장점
promotable,C2,adjective,홍보 가능
clinch,C2,verb,클린치
anonymity,C2,noun,익명
splinter,C2,verb,파편
reproach,C2,verb,치욕
disseminate,C2,verb,전파
dissemination,C2,noun,씨 뿌리기
dissemble,C2,verb,숨기다
mangle,C2,verb,압착 롤러
bereft,C2,adjective,여읜
bereftly,C2,adverb,바로
solipsism,C2,noun,유아 주의자
mutinous,C2,adjective,무적
mutinously,C2,adverb,무심코
prissy,C2,adjective,프리시
reptilian,C2,adjective,비열한
diminish,C2,verb,줄다
undiminishing,C2,adjective,퇴색하지 않는
contagion,C2,noun,전염병
homestead,C2,noun,주택
incumbent,C2,noun,쑥 내민
recumbent,C2,adjective,가로 누운
nonchalant,C2,adjective,무심한
nonchalantly,C2,adverb,무의미하게
stultifyingly,C2,adverb,엄청나게
wallow,C2,verb,빠지다
ponderous,C2,adjective,매우 무거운
ponderously,C2,adverb,곰곰이 생각하다
lassitude,C2,noun,나른함
vicinity,C2,noun,부근
ebb,C2,verb,썰물
wane,C2,verb,쇠미
antediluvian,C2,adjective,아주 늙은 사람
ostensible,C2,adjective,표면성
ostensibly,C2,adverb,표면적으로
interlocking,C2,adjective,연동
undemonstrative,C2,adjective,의심스러운
undemonstratively,C2,adverb,의심 할 여지없이
menace,C2,noun,위협
menacing,C2,adjective,위협
menacingly,C2,adverb,협박적으로
calamity,C2,noun,재난
calamitous,C2,adjective,불행한
calamitously,C2,adverb,재앙적으로
nigh,C2,adverb,가까이
austere,C2,adjective,남풍
austerely,C2,adverb,엄청나게
austerity,C2,noun,내핍 생활
idiosyncrasy,C2,noun,특질
idiosyncratic,C2,adjective,특유의
idiomatic,C2,adjective,관용
idiomatically,C2,adverb,관용적으로
kinetic,C2,adjective,운동
kinetically,C2,adverb,동역적으로
unmediated,C2,adjective,중재되지 않은
mediate,C2,verb,중재
mediation,C2,noun,중개
unharried,C2,adjective,성공하지 못한
figuratively,C2,adverb,비유적으로
exorcism,C2,noun,퇴마
exorcist,C2,noun,엑소시스트
mundanity,C2,noun,평범함
mediocrity,C2,noun,평범
dubiously,C2,adverb,사소하게
curate,C2,verb,보좌 신부
curator,C2,noun,관리자
antithesis,C2,noun,대조법
antithetical,C2,adjective,정반대의
parameter,C2,noun,매개 변수
detract,C2,verb,떨어지다
interrogate,C2,verb,심문
interrogation,C2,noun,질문
interrogative,C2,adjective,심문
interrogatively,C2,adverb,심문적으로
perverse,C2,adjective,왜곡
perversity,C2,noun,비뚤어진 성미
opaque,C2,adjective,불투명체
opacity,C2,noun,불투명
remit,C2,verb,송금하다
remittance,C2,noun,송금
recourse,C2,noun,의지
pedestal,C2,noun,받침대
lurid,C2,adjective,어쩐지 기분 나쁜
luridly,C2,adverb,끔찍하게
fallacy,C2,noun,그릇된 생각
mercenary,C2,noun,용병
polysyllabic,C2,adjective,다형성
syllabic,C2,adjective,음절
